Full Name,Status,#,Post Name,Category,Employee Category,Practice Group,Team,Team Code,Location
Haven Stephens,,3080,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,London
Jose Navarro,,11227,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Millie Carpenter,,6552,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Reid Delacruz,,10071,Solutions Director,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Lilly Pitts,,11444,International Finance Manager,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,London
Memphis Santos,,9796,Plots Administrative Assistant,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Nala Orr,,10407,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Walker Hanna,,4637,Revenue Control Technician,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Alaiya Merritt,,9665,Work Acceptance Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Aydin Nixon,,10550,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Kaisley McKay,,3980,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,Bristol
Cory Cantu,,6434,Trustee Support,Fee Earning Managers,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Leanna Monroe,,2376,Data Analyst,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Anakin Fry,,3795,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Carly Odom,,4220,Senior HR Systems and Data Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Jacoby O’Neal,,11196,Senior AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Laylani Michael,,9073,HR Business Partner,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,London
Eddie Williamson,,11524,Work Acceptance Assistant,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Aubriella Montoya,,4713,Deputy AML Manager,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Emerson Corona,,6616,Workflow Co-ordinator,Business Support Services Mgt.,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Kamryn House,,7479,Workplace Services Coordinator,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Darian McKay,,10531,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Sariah Chang,,3713,Legal Director,Legal Director,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Joey Baldwin,,8671,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Ophelia Marks,,3453,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Jaiden Hardy,,450,Executive Assistant,Sr PA / Document Spec / Exec PA,UK - Firm Management,"UK - Operations,",UK - OPS,5000,Bristol
Monica Gilbert,,10045,Associate (Australian Qualified),Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,London
Jayceon Truong,,7409,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Jocelyn McDowell,,7262,Legal Engineer,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Ayan Leal,,9286,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Rayna Guerrero,,11018,HR Business Partner,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Cedric Silva,,3376,Partner/HOD,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Margot Wiggins,,10417,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Luka Duncan,,11121,Head of Programmes & Projects,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,London
Capri Hensley,,10044,Associate Director (Barrister),Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Avery Garner,,6737,Senior Revenue Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Malaya Michael,,5288,Senior Legal Counsel,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Sage Ramsey,,1858,Revenue Controller Supervisor,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Aubriella Cook,,5539,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Luciano Medrano,,8381,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Aaliyah O’Neill,,11290,Legal Secretary,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Arian Hart,,1577,BTG Operations Manager,Operations Director,UK - Fee Earner Support,"UK - Business Transactions,",UK - Professional Support,100,Reading
Kenna Norton,,1576,Administrative Assistant,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Reading
Joel Cervantes,,7247,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Bristol
Kylee Farley,,7298,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Kamari Lopez,,5490,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Wrenley Bell,,9580,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Michael Sutton,,8676,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,Bristol
Melody Rose,,1286,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Warren Daniels,,6544,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Magnolia Fuller,,9257,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Xander Tapia,,10320,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Oakley Klein,,10511,Work Acceptance Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Samir Hodge,,1850,Senior AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Elianna Houston,,2625,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Reign Hardin,,3248,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Lylah Harrell,,8794,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Hassan Warren,,9050,Operations Manager,Operations Director,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,London
Kara Jefferson,,9137,Billings Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Abel Allison,,11357,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Julieta Zuniga,,5347,Workplace Services Coordinator,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Dennis Long,,4425,Workflow Manager,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Leslie Ingram,,9789,US Managing Partner,Partner,US - Operations,"US - Firm Management USA,",US - Operations,6900,New York
Jace Berry,,4630,Senior Legal Cashier,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Katie McIntosh,,9555,Legal Director,Legal Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Adonis Maldonado,,10905,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Gwen Crosby,,8976,International Chief Finance Officer,Finance,UK - Firm Management,"UK - Operations,",UK - OPS,5000,London
Javier Larson,,3458,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Keily Carr,,10130,Senior Associate (Australian Qualified),Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,London
Rafael Peterson,,1785,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Rowan Ballard,,10777,Brand Assistant,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Santiago Robbins,,8053,Revenue Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Alejandra Beard,,9832,Recruitment Administrator,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Finnegan McCormick,,10775,Business Development Assistant,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Ezra Beltran,,11002,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Jasiah McFarland,,8269,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Kaydence Greer,,9013,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Reading
Dane Calderon,,6610,Workplace Services Coordinator,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Reina Hunt,,9883,Cornerstone Administrator,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,Bristol
Oakley Hunt,,5476,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Genevieve Brandt,,10073,Intranet & Knowledge Systems Executive,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,Bristol
Jesus Snow,,8197,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Loretta Frank,,5963,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Houston Phan,,5250,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Dior Krueger,,10686,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Maison Khan,,1387,Partner,Partner,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Kamari Soto,,2005,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Kendrick Doyle,,4519,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Brynlee Choi,,9275,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Kashton Bradley,,10834,Application Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Karla Yates,,4787,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Richard Huang,,7483,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Charley Barnes,,4254,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Ayaan Adkins,,10609,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Liliana Frazier,,10685,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - IP Disputes,200,London
Kylo Phelps,,7977,Plots Administrative Assistant,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Octavia Montoya,,9191,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Hamza Carroll,,3925,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Kamryn Rhodes,,8280,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Reading
Oscar Randolph,,10176,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Tatum David,,4203,Workplace Services Manager,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,London
Eugene Larsen,,9830,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Haylee Humphrey,,10729,Knowledge & Information Assistant,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,Bristol
Brycen Burnett,,11269,IT Service Desk Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Journi Craig,,4380,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Davis Montgomery,,10400,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Brynn Serrano,,9044,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Maximiliano Castillo,,11494,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Allie Cano,,10554,Trainee Solicitor Secondment,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,London
Kai Strong,,11270,Boardrooms Receptionist,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,London
Egypt Beard,,10072,Administrative Assistant,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Axl Harris,,11635,Work Acceptance Assistant,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Ezra Russell,,11579,Business Development Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Samuel Shelton,,11621,End User Compute Solutions Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Raelynn Williamson,,11577,Work Acceptance Assistant,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Leonel Potts,,11556,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Bristol
Catherine Miranda,,11625,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Alfred May,,11614,People Development Administrator,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,London
Amina Fernandez,,11636,Work Acceptance Assistant,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Finley Coleman,,11557,Document Specialist,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
